no;text
438;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
439;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
440;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
441;jdi mungkin si bapak cuma keluar dri barak lebih cepat, tpi beres enlisted dan untuk ada project lgi baru bisa september sesuai tgl resmi selesei wamil gasih???
442;mending cepat cepat bawa si buntal pulang https://t.co/d730FSnzMu
443;Cepat atau lambat mungkin akan sadar bahwa akan tiba waktunya betapa rasanya orang yg telah kita selama ini jadikan rumah sudah tidak menjadi rumah bagi kita lagi bahkan bisa juga jadi rumah bagi orang baru. Saya berharap saya sendiri siap si menghadapi semua itu wkwk..
444;@achaziakleinII @kadeliaarchira @jierasilvanna @kanderaarmorel KAU BILANG INGIN CIUM AKU! CEPAT! ASALKAN BERITAHU TENTANG SI BLACK DENGAN JIERAKU!
445;@achaziakleinII @kadeliaarchira @jierasilvanna @kanderaarmorel KAU BILANG INGIN CIUM AKU! CEPAT! ASALKAN BERITAHU TENTANG SI BLACK DENGAN JIERAKU!
446;Untuk @jierasilvanna jika @jaredarattan tak membalas pesan cepat! Hoy! Ia sedang menyuapi si Narta!😡😡 https://t.co/nVuAiARwUn
447;Untuk @jierasilvanna jika @jaredarattan tak membalas pesan cepat! Hoy! Ia sedang menyuapi si Narta!😡😡 https://t.co/nVuAiARwUn
448;"️
️
️
️
️
Kuasanya dengan cepat meraih kuasa Arjanu yang kosong itu. Pun, ditarik si sulung agar berhadapan langsung oleh dirinya. Arjuna masih tak paham, kenapa Arjanu berubah begitu pesat hari ini.

""Lo kenapa sih? Tiba-tiba kenapa aneh banget?""
️
️
️
️
️"
449;bapak cepat distracted nya aku ni... benda first nak buat is salin jadual exam kt sticky note utk tampal.. so bukak la ws sbb jadual ada kat ws... tetiba aku reply org pm aku petang tadi... pastu tetiba aku bukak status semorang... pastu ttba org tu post tiktok kat status si aku-
450;"3. Kalian tidak akan ada hubungan yang sihat jika berpasangan dengan si toksik. Fikirannya negatif dan dia akan perlahan-lahan memakan kamu. 

Kalau jumpa begini, cepat-cepat angkat kaki."
451;"3. Kalian tidak akan ada hubungan yang sihat jika berpasangan dengan si toksik. Fikirannya negatif dan dia akan perlahan-lahan memakan kamu. 

Kalau jumpa begini, cepat-cepat angkat kaki."
452;"Tadi nonton Raisa juga sebenarnya, tapi cuma sebentar, soalnya si mbaknya harus pulang lebih cepat.

Padahal mau rekam kalo Raisa nyanyi ""Apalah Arti Menunggu"" buat dikirim untuk bahan sad hour ygy."
453;@bintangku206 semoga cepat di panggil oleh yg maha kuasa..si @BimaAryaS ...
454;@bintangku206 semoga cepat di panggil oleh yg maha kuasa..si @BimaAryaS ...
455;@sicepat_ekspres ini gmn ceritanya ya paket udah 2 hari pengiriman gagal mulu, biasanya ga ky gini pake si cepat. Udh sm kurir padahal.
456;@jeckowadiday @lxmw058 @BERKARYA_NET Terus? Untung lah sepupu anda beli… kalo tdk beli, pasti bangkrut lebih cepat. Kalo kakek saya si ogah beli mobil sampah kaya gitu wkwkwkwk. Peugeot, Ford, Honda… Timor? Wkwkwk siapa yg mau beli?
457;@jeckowadiday @lxmw058 @BERKARYA_NET Terus? Untung lah sepupu anda beli… kalo tdk beli, pasti bangkrut lebih cepat. Kalo kakek saya si ogah beli mobil sampah kaya gitu wkwkwkwk. Peugeot, Ford, Honda… Timor? Wkwkwk siapa yg mau beli?
458;@jeckowadiday @lxmw058 @BERKARYA_NET Terus? Untung lah sepupu anda beli… kalo tdk beli, pasti bangkrut lebih cepat. Kalo kakek saya si ogah beli mobil sampah kaya gitu wkwkwkwk. Peugeot, Ford, Honda… Timor? Wkwkwk siapa yg mau beli?
459;Fast Track era baru cuma ganti nama doang. Hambok yang diubah tuh sistem bayarnya kek. Udah bayar jadi member VIP lah kudu bayar lagi buat nonton si cepat. Trus gunane dadi VIP opo?!?
460;@GarengHallu kebiasaan si cuplis...kalo ada isu yg di bumbui istilah penistaan, spt sok jagoan gerak cepat... padahal dedengkot  penistaan masih berkeliaran...walo di negara tetangga aja di muntahin.....kenpa cuplis spt ketakutan dgn kata 'penistaan'.... @mohmahfudmd tahu ga ya...
461;"@AdityaEduarto Kadrun Oooo Kadrun...dimana kau....kapan goreng"" Israel...goreng sekarang aja biar lebih cepat di ABON... pasti mereka sedang menggodok strategi.. entah pake uas ato si rajasetan yg lagi di krangkeng...utk buat patwa utk bikin kisruh..."
462;@GarengHallu kebiasaan si cuplis...kalo ada isu yg di bumbui istilah penistaan, spt sok jagoan gerak cepat... padahal dedengkot  penistaan masih berkeliaran...walo di negara tetangga aja di muntahin.....kenpa cuplis spt ketakutan dgn kata 'penistaan'.... @mohmahfudmd tahu ga ya...
463;Cuma jdnya kayak berasa ketinggalan banyak hal aja KARENA DI TWITTER PERGERAKAN BERITA HAPPENINGNYA CEPAT BANGET WKWKWK aku si 50% bocah fomo ini jd berasa harus keep up with the news wkwkwk
464;@97Feather Masa katanya gebetanku uda punya cewe 😔😔😔 ya... artinya ak mundur si TAPI KENAPA GA DIUMBAR BIAR AK MUNDUR LEBI CEPAT?!?!?!?!
465;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
466;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
467;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
468;"@jxsomii Ini yg katanya dari ekspedisi si cepat. 
Yg berangkat skrng, sampainya kemarin saking cepatnya"
469;"@collegemenfess diem aj bs gk si, temen2 lu yg dlu kuliah akan dgn cepat nyusul &amp; bahkan lewatin karir lu stelah mereka lulus, jgn sok keren!"
470;@YRadianto @CCICPolri @DivHumas_Polri Kapan diganti si listyo ya Pak@jokowi? Mohon disegerakan. Banyak di kepolisian yg bagus. Cepat ganti ya Pak. Dimohonkan.
471;@YRadianto @CCICPolri @DivHumas_Polri Kapan diganti si listyo ya Pak@jokowi? Mohon disegerakan. Banyak di kepolisian yg bagus. Cepat ganti ya Pak. Dimohonkan.
472;@YRadianto @CCICPolri @DivHumas_Polri Kapan diganti si listyo ya Pak@jokowi? Mohon disegerakan. Banyak di kepolisian yg bagus. Cepat ganti ya Pak. Dimohonkan.
473;"plis si BAPAK gpp keluar wamil cepat, Young K jangan dulu, tepat waktu aja aaaa... SKRIPSI GUE BELUM KELARRRㅠㅠ
soalnya udh janji sama diri sendiri untuk nyelesain kuliah sebelum young k nyelesain wamil😭😭 https://t.co/nZQtWOvSFB"
474;aku waktu pertama x ditolak s****a juga galau kok temanq 😢 mungkin sampe 2 harian kalo gasalah (agak iri jg ke si anu krna doi udh lolos jalur pertama) 💀 moga galaumu cepat ilang yaa 😔 doa terbaik buat kalian 🥺🤍
475;@Om_HME @alisyarief itu si joko mati.makin cepat makin baik.
476;@Om_HME @alisyarief itu si joko mati.makin cepat makin baik.
477;"Jangan menghina agama orang Lain jika kita marah kalo agama kita dihina. 

Sebuah prinsip dasar MANUSIA yang PUNYA OTAK, HATI dan PERASAAN.

Polisi harus bergerak cepat spt di kasus rendang babi dong.. masa kalah sama si rawon babi ini 😛 https://t.co/Vgle7QMngt"
478;"Jangan menghina agama orang Lain jika kita marah kalo agama kita dihina. 

Sebuah prinsip dasar MANUSIA yang PUNYA OTAK, HATI dan PERASAAN.

Polisi harus bergerak cepat spt di kasus rendang babi dong.. masa kalah sama si rawon babi ini 😛 https://t.co/Vgle7QMngt"
479;"ㅤ
ㅤ 
Persetan usahanya ditolak, Bhanu percaya diri untuk mendekati si puan. Menunggu jawaban si puan, ia memutar tombol kameranya tuk mencari foto objeknya. ""Cepat, kalau besok baru minta, bayar per foto lima ribu.""

ㅤ"
480;"ㅤ

Berharap ibunya dapat mengerti, Cheryl sedikit cemas. Si bungsu kini mulai memainkan kukunya sendiri di bawah meja. Jantungnya pun berdegup cepat, entah apa yang akan menjadi jawaban sang Bunda.

— @hidupbhanu 

ㅤ"
481;@dewafortunaa Tapi ngk slamanya org lama jadi pemenangnya, seiring berjalannya waktu, dan segala effort yg dilakukan sama org baru dengan tulus, jika si cewek sadar dan nyesel, dia akan milih org baru. Kecuali org lama masih ngerespon si cewek. Ribet sih memang. Semoga cepat kelar masalahnya.
482;Whattt, dua video lagi omg, rasa sekejapnya si chanyeol enlist hahahaha. Pdahal his continuous update yg mnyebabkan rasa menunggu tu jdi cepat 😂 https://t.co/feX6NbpAtG
483;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
484;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
485;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
486;"@RaniKancana__ @Karinawung Semoga cepat sembuh dan bisa aktivitas sprt biasa
Mungkin Cece Karin lagi main petak umpet sama si buntal atau sama si mrongos 🤣🤪🤭"
487;"@RaniKancana__ @Karinawung Semoga cepat sembuh dan bisa aktivitas sprt biasa
Mungkin Cece Karin lagi main petak umpet sama si buntal atau sama si mrongos 🤣🤪🤭"
488;@geloraco Terlalu cepat ngebom nya. Padahal ada si Jaka Bohong mau datang.
489;"@susi_siregar Semoga si Abang cepat sembuh ya Kak.
Amin Ya Rabbal’alamin 🤲🏻🤲🏻"
490;"Si Cepat ini gimana si? estimasi sebelum 26 juni tapi sampe 27 juni ga dateng datang, ga ada pergerakan dari tanggal 23 juni, ini gimana si? @sicepat_express 
#sicepat https://t.co/nTTU4PgFgj"
491;"SHOCK BANGET! 
Satpam yg biasanya nyala di pasar tetiba nanyain nama sama alamat. Trus bilang 
""Aku lamar ya dek, mau kah nikah sama aku?""
Spontan ku jawab 
""Enggak Pak. Nggak mau. Saya gak mau nikah cepat. Masih lama Pak, dekat 30an""
Trus si bapak nimpali"
492;@ayahben @msaid_didu Ah si lae ga baca atau terlalu cepat bacanya, ga ada pak didu bilang sulit tapi mau beli migor DIPERSULIT...gitu loh laeee...
493;@ayahben @msaid_didu Ah si lae ga baca atau terlalu cepat bacanya, ga ada pak didu bilang sulit tapi mau beli migor DIPERSULIT...gitu loh laeee...
494;@_bbymoon_ @FWBESS Cepat atau lambat bakal ikutan cabut jg si :(
495;@_bbymoon_ @FWBESS Cepat atau lambat bakal ikutan cabut jg si :(
496;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
497;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
498;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
499;@cibonesbonbon U ga libur ya? Wkwk. Semester cepat si😂
500;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
501;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
502;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
503;"Emang manusie dak tau diri kerje masih ngantri pertalite pun maseh nk sombong si ajg e cepat"" lah kau mampus , kenak tabrak lah kau sie atau motor ngantri mu terbakar atau kau mati kejang"" ke sie malar ngakok jadi pereman e payah Jak anak anjing sampah masyarakat"
504;@convomf Tergantung ekspedisi. Kalau jnt, mereka harus hubungin kurir dulu baru dipick up, dulu berhubung aku ga punya no nya jadi aku drop di konter. Kalo si cepat, mereka pick up sih tapi aku harus mention di twt dulu wkwk.
505;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
506;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
507;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
508;Kurir si cepat malesin bgt dah, apa bsk bsk gausah dinyalain pilihan itu ya di sopi
509;@CommuterLine @indahauliaf Tidak terburu buru gimana Min, maren saya Komplen masalah Buka Tutup Pintu Yang Hampir Anak Istri saya terjepit bilangnya Suruh Mempersiapkan diri, Sekarang Ga Boleh Buru buru, buka Tutup pintunya saja Cepat, alasannya KRL sudah Terlambat, Gi Mana Si Min
510;@CommuterLine @indahauliaf Tidak terburu buru gimana Min, maren saya Komplen masalah Buka Tutup Pintu Yang Hampir Anak Istri saya terjepit bilangnya Suruh Mempersiapkan diri, Sekarang Ga Boleh Buru buru, buka Tutup pintunya saja Cepat, alasannya KRL sudah Terlambat, Gi Mana Si Min
511;"Pas mereka diskusiin film si Tani hapal semua detail yg ada di film tapi struggle memahami filmnya, sementara Suzuki ga inget detail filmnya tapi cepat ngerti pesan dan emosi yg mau disampaikan.
Adegan kaya gini bagus banget nunjukin how different they are as a person. https://t.co/HLjVDWj4hE"
512;Jasa kirim yang bisa nyampe besok di Jogja apa ya rek? Jnt/Si Cepat? sama nama paketnya apa. Suwun oyi
513;@aulmaulidiana @anita_inu aq paling suka kirim barang pake GoSend karna cepat sampai nya barang pun aman si babang driver nya juga ramah makasih GoSend
514;@aulmaulidiana @anita_inu aq paling suka kirim barang pake GoSend karna cepat sampai nya barang pun aman si babang driver nya juga ramah makasih GoSend
515;bestienya si mas ghosting kl kamu ternyata mutualku cepat muncul aku mau nanyaaa biar ga galau terus😭
516;bestienya si mas ghosting kl kamu ternyata mutualku cepat muncul aku mau nanyaaa biar ga galau terus😭
517;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
518;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
519;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
520;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
521;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
522;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
523;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
524;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
525;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
526;"@_rasMUHAMMAD @pantungalimar Cerita dikit..
Kmrn habis ngatarkan om ke wisuda kuliah putri satu-satunya tercinta 
Nyampe rumah si om ini menangis..
Aku tanya knp om?
Om bilang.. om nangis gini.. Krn cepat atau lambat.. om bakal ditinggalin anak om.. bentar lg dy akan kerja,, dan menikah.."
